7.4194	7.2467
7.6992	7.892
7.9446	7.872
7.2857	7.1511
8.0719	8.0038
8.2507	7.8614
8.4375	7.5687
7.9359	7.9991
8.0518	8.7005
8.2761	7.984
8.7712	7.7401
7.9218	7.7272
8.475	7.9472
8.3559	8.2356
8.6742	7.5134
7.6074	8.1905
7.8984	8.1305
8.0892	7.6176
8.4908	8.1264
7.2717	7.2312
7.6027	7.9745
8.6869	8.1516
7.3566	8.2209
8.0468	8.8111
8.2436	7.4516
8.7382	8.6116
7.7793	8.0716
7.9856	8.3365
8.8393	7.5225
7.8965	7.8471
8.5374	7.8589
8.7422	8.0283
8.3421	8.6652
7.8882	8.2419
7.9541	8.6037
8.3586	8.0111
7.853	7.6305
8.0515	8.1975
8.497	8.0638
8.8102	7.2967
8.4419	7.8188
8.2358	7.6146
8.1958	7.9179
8.1346	7.4925
7.0101	8.7125
8.2017	7.9962
8.1583	8.3481
8.1205	7.9192
7.6749	7.6971
7.5198	8.2414
7.7911	8.4015
7.8028	8.2066
8.3084	7.3386
7.756	7.919
8.0038	8.0903
7.8845	7.1217
7.7541	7.8179
7.3147	8.3037
8.0674	8.2433
7.8393	8.482
8.1533	8.1583
7.8958	7.3012
8.0175	8.4396
7.6834	7.5814
8.6523	8.0479
7.6882	7.7331
7.8279	8.0414
7.6931	7.7269
8.2605	8.4346
7.6377	7.6857
8.2584	8.5359
8.0147	8.0012
8.7019	7.5311
7.405	7.5773
7.4772	7.7605
8.2869	8.7212
8.5142	6.4754
7.8035	8.2711
8.9912	8.1837
8.2268	8.7324
7.9031	7.3747
8.7893	8.3092
8.1417	7.9259
8.2175	7.8444
8.6563	8.506
7.6683	7.4926
8.6393	7.0973
8.5349	7.8904
7.8057	8.3872
8.3471	7.6245
7.8746	7.8769
8.3337	7.8474
8.0863	8.2693
7.7654	7.836
8.3298	8.5828
7.8341	7.3557
7.0727	8.0753
8.6399	7.0368
7.9424	7.8251
8.0321	7.0214
8.4529	8.317
8.7172	7.8672
7.3876	8.1845
8.6239	7.6609
8.502	8.2946
7.5958	8.3769
8.3163	8.0605
7.7711	8.05
8.8454	8.4523
8.4656	8.4876
8.604	7.6903
8.2437	7.8624
7.6448	8.5157
8.3876	8.3474
7.9066	8.2761
7.7884	7.1085
7.5304	7.6864
8.518	9.0936
7.3841	7.5885
7.8675	8.1986
8.1031	8.0378
7.9853	7.8377
7.0016	8.2089
8.5393	8.3508
7.2779	8.4457
3.2709	6.1369
2.9987	5.9714
2.5602	5.9316
2.9639	6.0448
3.2984	6.1485
3.2752	6.3167
3.5049	6.3118
2.9292	6.2216
2.7027	5.855
2.891	6.0381
2.9622	6.3197
3.3382	6.3632
3.0187	5.7204
3.0559	6.5856
2.7205	5.865
2.6009	6.1153
2.7392	5.6576
3.1698	6.0758
3.3396	6.3712
2.9096	5.522
3.105	6.1714
2.9602	6.1118
3.4558	6.1802
2.8195	5.5693
3.1139	5.8101
3.0492	5.9645
3.451	5.7826
3.3912	6.195
2.8793	5.9447
2.9069	6.069
2.5756	5.6331
2.9775	6.2627
2.6917	5.5368
3.0577	6.0647
2.7511	5.8085
2.535	5.0883
2.3498	6.2257
3.011	6.413
3.1564	6.3013
2.7182	5.9668
2.7663	5.8458
2.4842	5.7768
3.4016	5.8005
3.5514	5.8075
3.356	5.8858
3.1057	6.3061
3.4432	5.9784
3.541	5.8704
3.1079	6.0222
2.9206	6.4314
2.8793	6.2424
3.1371	5.6366
3.2722	6.1326
6.6044	5.4906
6.8257	4.8702
7.0364	4.8652
7.2246	4.74
7.1077	5.4081
6.6286	5.0261
6.8289	4.9542
6.4988	4.8895
6.811	5.1143
6.5591	4.817
7.0664	5.1008
6.81	5.2355
7.5544	5.1802
7.1528	4.8791
6.4411	5.2578
6.7477	4.8343
7.4801	4.8656
6.2978	4.3821
6.7147	5.4213
6.4965	4.8323
7.4137	4.5293
7.2749	5.2806
7.543	5.2511
6.7118	5.2895
7.1741	5.2429
6.914	5.0772
7.5856	5.3146
6.7756	5.1347
7.4576	4.4974
6.7791	6.0667
7.3444	4.9963
6.8172	5.011
6.6711	4.8114
7.1353	5.3525
6.5235	5.2443
6.8068	5.5866
6.8967	4.8194
7.5556	4.6326
6.842	4.7881
6.8945	5.2523
7.3522	5.1422
7.0194	4.9704
7.4171	5.1301
6.6505	4.891
7.2328	4.8636
7.4017	4.7617
7.6063	5.0272
7.2716	5.0681
6.7997	5.3631
6.8852	5.1578
7.0737	5.0648
